name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
On the Good Life,Cicero,1,4.0,10.28,$,12.4,9780140442441,10,dataset/Dictionaries-Languages/0000795.jpg
Angela's Ashes,Frank McCourt,1,4.0,6.68,$,7.0,9781904720447,10,dataset/Dictionaries-Languages/0000796.jpg
The Penguin Classics Book,Henry Eliot,2,4.5,33.77,$,37.6,9780241320853,10,dataset/Dictionaries-Languages/0000797.jpg
The Oxford Russian Grammar and Verbs,Terence Wade,1,4.5,8.28,$,12.4,9780198603801,10,dataset/Dictionaries-Languages/0000799.jpg
Code of Practice for In-service Inspection and Testing of Electrical Equipment,The Institution of Engineering and Technology,1,4.0,65.71,$,68.4,9781849196260,10,dataset/Dictionaries-Languages/0000800.jpg
Fun for Movers Student's Book with Online Activities with Audio,Anne Robinson,3,0.0,20.35,$,20.39,9781316631959,10,dataset/Dictionaries-Languages/0000802.jpg
501 French Verbs,Christopher Kendris,1,4.0,17.61,$,19.1,9781438075204,10,dataset/Dictionaries-Languages/0000803.jpg
"How to Write a Children's Picture Book and Get it Published, 2nd Edition",Andrea Shavick,1,4.0,8.21,$,12.4,9781472135797,10,dataset/Dictionaries-Languages/0000804.jpg
Between You & Me: Confessions of a Comma Queen,Mary Norris,1,3.5,13.88,$,14.28,9781925240993,10,dataset/Dictionaries-Languages/0000805.jpg
Hansel and Gretel - Read it yourself with Ladybird,Marina Le Ray,1,3.5,5.55,$,6.2,9780723273196,10,dataset/Dictionaries-Languages/0000808.jpg
How to Speak Emoji,Fred Benenson,2,3.5,11.21,$,12.9,9781785032028,10,dataset/Dictionaries-Languages/0000809.jpg
Nuevo Espanol en Marcha 2 : Student Book + CD,Viudez Francisca Castro,3,0.0,31.87,$,44.8,9788497783781,10,dataset/Dictionaries-Languages/0000811.jpg
Aula Internacional - Nueva edicion,Jaime Corpas,1,0.0,16.79,$,17.84,9788415846888,10,dataset/Dictionaries-Languages/0000812.jpg
The Penguin Dictionary of Critical Theory,David Macey,1,4.5,11.87,$,13.9,9780140513691,10,dataset/Dictionaries-Languages/0000813.jpg
Grammar Tales - Terrific Tales That Make Rules Stick,Fleming & McCort Mart Chanko,10,5.0,37.3,$,42.5,9780545067706,10,dataset/Dictionaries-Languages/0000815.jpg
Super Minds Level 4 Workbook with Online Resources,Herbert Puchta,3,0.0,19.54,$,23.79,9781107483033,10,dataset/Dictionaries-Languages/0000819.jpg
What If,Anne Bernays,1,4.0,11.31,$,13.9,9780062720061,10,dataset/Dictionaries-Languages/0000820.jpg
Save the Cat! Strikes Back,Blake Snyder,1,4.0,14.34,$,19.33,9780984157600,10,dataset/Dictionaries-Languages/0000821.jpg
Draft No. 4,John McPhee,1,4.0,12.51,$,16.0,9781925603651,10,dataset/Dictionaries-Languages/0000822.jpg
English for Everyone Practice Book Level 1 Beginner,DK,1,3.5,12.24,$,12.9,9780241243510,10,dataset/Dictionaries-Languages/0000824.jpg
New Headway: Pre-Intermediate Third Edition: Student's Book,John Soars,1,4.5,37.1,$,38.0,9780194715850,10,dataset/Dictionaries-Languages/0000825.jpg
Easy Italian Crossword Puzzles,Nancy Parato Goldhagen,1,3.5,6.37,$,9.3,9780844280530,10,dataset/Dictionaries-Languages/0000826.jpg
Ariel: The Restored Edition,Sylvia Plath,1,4.5,12.97,$,16.0,9780571236091,10,dataset/Dictionaries-Languages/0000827.jpg
Out of Our Minds,Felipe Fernandez-Armesto,1,4.0,15.89,$,18.0,9781786076946,10,dataset/Dictionaries-Languages/0000830.jpg
Objective Proficiency Workbook with Answers with Audio CD,Peter Sunderland,3,4.0,21.66,$,21.73,9781107619203,10,dataset/Dictionaries-Languages/0000831.jpg
The Brown-Driver-Briggs Hebrew-English Lexicon,E. Brown,2,4.5,31.88,$,32.9,9781565632066,10,dataset/Dictionaries-Languages/0000834.jpg
The Art of the Personal Essay,Phillip Lopate,1,4.0,20.23,$,21.5,9780385423397,10,dataset/Dictionaries-Languages/0000835.jpg
"Grammar, Grade 5",Scholastic,1,3.5,6.14,$,6.2,9780545201025,10,dataset/Dictionaries-Languages/0000836.jpg
Oxford Bookworms Library: Level 3:: Rabbit-Proof Fence,Doris Pilkington Garimara,1,3.5,9.93,$,10.5,9780194791441,10,dataset/Dictionaries-Languages/0000838.jpg
NLP For Writers,Bekki Hill,1,3.5,6.68,$,19.1,9781444178258,10,dataset/Dictionaries-Languages/0000839.jpg
The Oxford Dictionary of Philosophy,Simon Blackburn,1,4.0,13.95,$,15.0,9780198735304,10,dataset/Dictionaries-Languages/0000840.jpg
Oxford Reading Tree: Level 4: Stories: House for Sale,Roderick Hunt,1,3.5,4.58,$,6.7,9780198482086,10,dataset/Dictionaries-Languages/0000841.jpg
The Complete Writer,Susan Wise Bauer,1,4.0,26.48,$,30.4,9781933339269,10,dataset/Dictionaries-Languages/0000845.jpg
The Penguin Writer's Manual,Martin H. Manser,1,3.5,10.23,$,12.4,9780140514896,10,dataset/Dictionaries-Languages/0000847.jpg
Lingo,Gaston Dorren,1,4.0,9.4,$,14.0,9781781254172,10,dataset/Dictionaries-Languages/0000848.jpg
Some Kids I Taught and What They Taught Me,Kate Clanchy,2,4.0,14.99,$,21.1,9781509840298,10,dataset/Dictionaries-Languages/0000850.jpg
This is London,Ben Judah,1,4.0,10.33,$,15.0,9781447276272,10,dataset/Dictionaries-Languages/0000852.jpg
Touching the Void,Joe Simpson,1,4.0,6.53,$,7.0,9781905775088,10,dataset/Dictionaries-Languages/0000853.jpg
Key Words: 7a Happy holiday,W. Murray,2,4.5,3.99,$,6.32,9781409301264,10,dataset/Dictionaries-Languages/0000855.jpg
Oxford Reading Tree: Level 8: Stories: The Rainbow Machine,Roderick Hunt,1,4.0,6.45,$,9.5,9780198483366,10,dataset/Dictionaries-Languages/0000856.jpg
About Language,Scott Thornbury,1,4.0,28.73,$,38.5,9780521427203,10,dataset/Dictionaries-Languages/0000857.jpg
A Little Book of Language,David Crystal,1,4.0,12.36,$,12.9,9780300170825,10,dataset/Dictionaries-Languages/0000858.jpg
Talk Spanish Complete (Book/CD Pack),Almudena Sanchez,3,0.0,28.68,$,33.0,9781406679243,10,dataset/Dictionaries-Languages/0000859.jpg
Short Stories in Russian for Beginners,Olly Richards,1,4.0,9.29,$,13.9,9781473683495,10,dataset/Dictionaries-Languages/0000860.jpg
The Little Red Writing Book,Brandon Royal,1,3.5,8.99,$,10.3,9781582975214,10,dataset/Dictionaries-Languages/0000861.jpg
Air & Light & Time & Space,Helen Sword,2,4.0,20.55,$,22.5,9780674737709,10,dataset/Dictionaries-Languages/0000862.jpg
Shorter Oxford English Dictionary,Oxford Dictionaries,2,4.5,113.66,$,126.5,9780199206872,10,dataset/Dictionaries-Languages/0000864.jpg
Concise Oxford Thesaurus,Oxford Dictionaries,2,4.0,22.09,$,25.2,9780199215133,10,dataset/Dictionaries-Languages/0000865.jpg
First You Write a Sentence.,Joe Moran,2,4.0,15.09,$,18.0,9780241978498,10,dataset/Dictionaries-Languages/0000866.jpg
Lonely Planet Japanese Phrasebook & Dictionary,Lonely Planet,1,4.0,5.59,$,6.2,9781787014664,10,dataset/Dictionaries-Languages/0000868.jpg
700 Classroom Activities New Edition,David Seymour,1,4.0,30.63,$,32.9,9781405080019,10,dataset/Dictionaries-Languages/0000869.jpg
"Teach Us, Amelia Bedelia",Peggy Parish,1,4.0,4.92,$,5.0,9780060511142,10,dataset/Dictionaries-Languages/0000871.jpg
THE FRENCH EXPERIENCE 2 COURSE BOOK (NEW EDITION),Jeanine Picard,1,4.0,14.91,$,18.0,9780563519096,10,dataset/Dictionaries-Languages/0000873.jpg
The Ultimate Guide To Video Game Writing And Design,Flint Dille,1,3.5,12.26,$,22.0,9781580650663,10,dataset/Dictionaries-Languages/0000874.jpg
Learning Japanese Hiragana and Katakana,Kenneth G. Henshall,1,4.0,13.79,$,13.9,9784805312278,10,dataset/Dictionaries-Languages/0000875.jpg
Wittgenstein: A Very Short Introduction,A. C. Grayling,1,3.5,7.47,$,11.4,9780192854117,10,dataset/Dictionaries-Languages/0000876.jpg
Key Words: 4c Say the sound,W. Murray,2,4.0,4.0,$,6.32,9781409301219,10,dataset/Dictionaries-Languages/0000878.jpg
See IT And Say IT in Spanish,Margarita Madrigal,1,3.5,6.56,$,7.0,9780451168375,10,dataset/Dictionaries-Languages/0000879.jpg
Affective Neuroscience,Jaak Panksepp,1,4.5,63.47,$,71.5,9780195178050,10,dataset/Dictionaries-Languages/0000882.jpg
Discover China Level 1 Student's Book & CD Pack,Anqi Ding,3,3.5,33.07,$,40.5,9780230405950,10,dataset/Dictionaries-Languages/0000883.jpg
Lectures on Literature,Fredson Bowers,1,4.5,16.89,$,19.95,9780156027755,10,dataset/Dictionaries-Languages/0000884.jpg
The Art of the Short Story,Dana Gioia,1,4.0,17.89,$,22.95,9780321363633,10,dataset/Dictionaries-Languages/0000885.jpg
Oxford Reading Tree: Level 7: More Stories B: The Power Cut,Roderick Hunt,1,4.0,6.11,$,9.3,9780198483243,10,dataset/Dictionaries-Languages/0000886.jpg
A Course in Phonetics,Peter Ladefoged,1,4.0,58.4,$,62.5,9781285463407,10,dataset/Dictionaries-Languages/0000887.jpg
Traits of Writing: The Complete Guide for Middle School,Ruth Culham,3,4.5,23.39,$,32.5,9780545013635,10,dataset/Dictionaries-Languages/0000888.jpg
Living Language Dothraki,David J. Peterson,3,4.0,15.61,$,20.1,9780804160865,10,dataset/Dictionaries-Languages/0000889.jpg
Easy Italian Reader w/CD-ROM,Riccarda Saggese,8,4.0,13.19,$,20.0,9780071603348,10,dataset/Dictionaries-Languages/0000890.jpg
Dubliners,James Joyce,1,4.0,7.54,$,10.3,9780199536436,10,dataset/Dictionaries-Languages/0000894.jpg
Rome,Amanda Claridge,1,4.0,20.2,$,27.5,9780199546831,10,dataset/Dictionaries-Languages/0000895.jpg
Pocket Guide to APA Style,Robert Perrin,1,4.0,27.01,$,29.9,9781285425917,10,dataset/Dictionaries-Languages/0000896.jpg
Spencerian Penmanship Theory Bk,Mott Media,1,3.5,5.15,$,5.94,9780880620826,10,dataset/Dictionaries-Languages/0000897.jpg
French Experience 1: language pack with cds,Marie-Therese Bougard,3,0.0,31.61,$,44.0,9781406678475,10,dataset/Dictionaries-Languages/0000898.jpg
"Practice Makes Perfect Italian Pronouns And Prepositions, Second Edition",Daniela Gobetti PH.D.,1,4.5,13.35,$,15.0,9780071753821,10,dataset/Dictionaries-Languages/0000900.jpg
The Concise Oxford Dictionary of English Etymology,T. F. Hoad,1,4.0,10.71,$,13.9,9780192830982,10,dataset/Dictionaries-Languages/0000901.jpg
The Copyeditor's Handbook,Amy Einsohn,1,4.0,29.68,$,34.5,9780520271562,10,dataset/Dictionaries-Languages/0000902.jpg
Conversationally Speaking,Alan Garner,1,4.0,14.86,$,20.1,9781565656291,10,dataset/Dictionaries-Languages/0000904.jpg
The Penguin Dictionary of English Idioms,Daphne M. Gulland,1,4.5,10.43,$,12.4,9780140514810,10,dataset/Dictionaries-Languages/0000905.jpg
Taliban Shuffle,Kim Barker,1,3.5,14.16,$,17.0,9780307477385,10,dataset/Dictionaries-Languages/0000906.jpg
Arabic Through the Qur'an,Alan Jones,1,4.0,17.65,$,20.1,9780946621682,10,dataset/Dictionaries-Languages/0000908.jpg
Cambridge Grammar of English Paperback with CD-ROM,Ronald Carter,3,4.5,51.09,$,56.06,9780521674393,10,dataset/Dictionaries-Languages/0000910.jpg
Oxford Reading Tree: Level 6: Stories: Robin Hood,Roderick Hunt,1,4.0,5.43,$,7.8,9780198482833,10,dataset/Dictionaries-Languages/0000911.jpg
Kid's Box Level 4 Activity Book with Online Resources British English,Caroline Nixon,3,0.0,15.1,$,26.05,9781316628775,10,dataset/Dictionaries-Languages/0000912.jpg
Personal History: Katharine Graham,Katharine Graham,1,4.0,15.14,$,18.0,9780375701047,10,dataset/Dictionaries-Languages/0000913.jpg
How Language Works,David Crystal,1,4.0,12.72,$,13.9,9780141015521,10,dataset/Dictionaries-Languages/0000914.jpg
Willkommen! German Beginner's Course 2ED Revised,Paul Coggle,1,4.0,16.17,$,22.0,9781444165159,10,dataset/Dictionaries-Languages/0000915.jpg
French-English Bilingual Visual Dictionary,DK,1,4.5,11.35,$,11.4,9780241287286,10,dataset/Dictionaries-Languages/0000917.jpg
Great French Short Stories,Stanley Appelbaum,1,4.5,14.21,$,15.0,9780486476230,10,dataset/Dictionaries-Languages/0000918.jpg
Winnie Ille Pu,A A Milne,1,4.5,12.81,$,16.0,9780140153392,10,dataset/Dictionaries-Languages/0000919.jpg
The Elements of F*cking Style,Chris Baker,1,4.0,10.0,$,12.9,9780312583774,10,dataset/Dictionaries-Languages/0000920.jpg
Kid's Box Level 4 Pupil's Book British English,Caroline Nixon,1,0.0,18.56,$,26.83,9781316627693,10,dataset/Dictionaries-Languages/0000922.jpg
New Oxford Rhyming Dictionary,Oxford Dictionaries,1,4.0,9.3,$,12.4,9780199674220,10,dataset/Dictionaries-Languages/0000923.jpg
The Kodansha Kanji Learner's Dictionary,Jack Halpern,1,4.5,34.72,$,48.4,9781568364070,10,dataset/Dictionaries-Languages/0000924.jpg
Oxford Reading Tree: Level 7: Stories: Red Planet,Roderick Hunt,1,4.0,6.11,$,9.3,9780198483090,10,dataset/Dictionaries-Languages/0000926.jpg
The Art Of Language Invention,David J. Peterson,1,4.0,14.57,$,18.0,9780143126461,10,dataset/Dictionaries-Languages/0000928.jpg
LANGUAGE HACKING SPANISH (Learn How to Speak Spanish - Right Away),Benny Lewis,3,4.0,17.47,$,21.5,9781473633216,10,dataset/Dictionaries-Languages/0000929.jpg
Techniques of the Selling Writer,Dwight V. Swain,1,4.5,18.34,$,29.3,9780806111919,10,dataset/Dictionaries-Languages/0000930.jpg
Mastering Arabic 1 Activity Book,Jane Wightwick,1,0.0,21.92,$,21.99,9781137372260,10,dataset/Dictionaries-Languages/0000931.jpg
Best Short Stories,Guy de Maupassant,1,4.0,8.96,$,11.4,9780486289182,10,dataset/Dictionaries-Languages/0000932.jpg
Cambridge IELTS 8 Self-study Pack (Student's Book with Answers and Audio CDs (2)),Cambridge ESOL,3,4.5,45.97,$,46.91,9780521173803,10,dataset/Dictionaries-Languages/0000934.jpg
The Penguin French Phrasebook,Jill Norman,1,4.0,6.66,$,7.8,9780141039060,10,dataset/Dictionaries-Languages/0000935.jpg
Oxford Reading Tree: Level 9: More Stories A: Dutch Adventure,Roderick Hunt,1,4.0,6.52,$,9.5,9780198483632,10,dataset/Dictionaries-Languages/0000936.jpg
Oxford Reading Tree: Level 9: Stories: Storm Castle,Roderick Hunt,1,3.5,6.44,$,9.5,9780198483540,10,dataset/Dictionaries-Languages/0000938.jpg
The Ultimate Book of Heroic Failures,Stephen Pile,1,3.5,5.05,$,11.4,9780571277315,10,dataset/Dictionaries-Languages/0000939.jpg
The 21st-Century Screenplay,Linda Aronson,1,4.0,18.44,$,21.1,9781742371368,10,dataset/Dictionaries-Languages/0000940.jpg
Writings from Ancient Egypt,Toby Wilkinson,1,4.0,11.16,$,13.9,9780141395951,10,dataset/Dictionaries-Languages/0000941.jpg
The First Five Pages,Noah Lukeman,1,4.0,8.59,$,12.4,9780199575282,10,dataset/Dictionaries-Languages/0000943.jpg
Mastering Arabic Grammar,Jane Wightwick,1,4.0,22.47,$,32.99,9781403941091,10,dataset/Dictionaries-Languages/0000945.jpg
German Vocabulary,Inc. Barcharts,6,0.0,6.04,$,7.5,9781572226890,10,dataset/Dictionaries-Languages/0000946.jpg
Easy Steps to Chinese vol.2 - Textbook,Yamin Ma,1,3.5,32.51,$,49.5,9787561918104,10,dataset/Dictionaries-Languages/0000948.jpg
Schottenfreude,Ben Schott,2,4.0,14.22,$,16.0,9780399166709,10,dataset/Dictionaries-Languages/0000949.jpg
Art in Renaissance Italy 1350-1500,Evelyn Welch,1,4.0,17.91,$,24.0,9780192842794,10,dataset/Dictionaries-Languages/0000950.jpg
Complete Advanced Student's Book with Answers with CD-ROM,Guy Brook-Hart,3,4.5,36.99,$,37.74,9781107670907,10,dataset/Dictionaries-Languages/0000951.jpg
Easy Steps to Chinese vol.1 - Workbook,Yamin Ma,1,3.5,24.61,$,36.49,9787561916513,10,dataset/Dictionaries-Languages/0000952.jpg
New Oxford Dictionary for Writers and Editors,Oxford,2,4.5,13.86,$,19.1,9780199570010,10,dataset/Dictionaries-Languages/0000953.jpg
English Grammar for Students of German 6th ed.,Cecile Zorach,1,4.0,17.8,$,18.0,9780934034432,10,dataset/Dictionaries-Languages/0000954.jpg
Oxford Reading Tree: Level 3: Stories: By the Stream,Gill Howell,1,3.5,5.23,$,6.2,9780198481713,10,dataset/Dictionaries-Languages/0000956.jpg
QI: The Third Book of General Ignorance,John Lloyd,1,4.0,5.5,$,12.4,9780571309016,10,dataset/Dictionaries-Languages/0000957.jpg
Stet,Diana Athill,1,4.0,4.13,$,9.02,9781862074408,10,dataset/Dictionaries-Languages/0000958.jpg
French For Dummies Audio Set,Zoe Erotopoulos,7,3.5,13.48,$,17.1,9780470095874,10,dataset/Dictionaries-Languages/0000959.jpg
"Vocabulary Cartoons II, SAT Word Power",Sam Burchers,1,4.5,12.69,$,13.0,9780965242240,10,dataset/Dictionaries-Languages/0000960.jpg
Jolly Phonics Workbook 3,Sue Lloyd,1,0.0,3.96,$,4.97,9781870946537,10,dataset/Dictionaries-Languages/0000961.jpg
Scorn,Matthew Parris,2,3.5,12.5,$,13.0,9781781257296,10,dataset/Dictionaries-Languages/0000963.jpg
Mandarin Chinese-English Bilingual Visual Dictionary,DK,1,4.5,11.31,$,11.4,9780241317563,10,dataset/Dictionaries-Languages/0000964.jpg
Complete Cantonese Beginner to Intermediate Course,Hugh Baker,1,4.0,23.77,$,49.4,9781473600829,10,dataset/Dictionaries-Languages/0000965.jpg
Fun for Flyers Student's Book with Online Activities with Audio,Anne Robinson,3,0.0,19.37,$,20.39,9781316632000,10,dataset/Dictionaries-Languages/0000966.jpg
Oxford Guide to Effective Argument and Critical Thinking,Colin Swatridge,1,3.5,12.09,$,16.0,9780199671724,10,dataset/Dictionaries-Languages/0000967.jpg
New Hart's Rules,Oxford University Press,2,4.5,14.13,$,19.1,9780199570027,10,dataset/Dictionaries-Languages/0000968.jpg
Super Minds Level 5 Student's Book with DVD-ROM,Herbert Puchta,3,5.0,18.53,$,29.45,9780521223355,10,dataset/Dictionaries-Languages/0000969.jpg
Grammaire progressive du francais - Nouvelle edition,Isabelle Chollet,1,0.0,13.45,$,18.4,9782090381047,10,dataset/Dictionaries-Languages/0000971.jpg
A Dictionary of Sociology,John Scott,1,4.0,12.11,$,13.9,9780199683581,10,dataset/Dictionaries-Languages/0000972.jpg
Peng's Fun with Chinese Characters for Children,Tan Huay Peng,1,4.0,8.93,$,11.4,9789814561143,10,dataset/Dictionaries-Languages/0000973.jpg
A Course in English Language Teaching,Penny Ur,1,4.0,34.94,$,38.5,9781107684676,10,dataset/Dictionaries-Languages/0000975.jpg
Jolly Phonics Workbook 4,Sue Lloyd,1,0.0,3.59,$,4.97,9781870946544,10,dataset/Dictionaries-Languages/0000976.jpg
Genki 2 Workbook,Banno Eri,3,4.0,30.19,$,43.0,9784789014441,10,dataset/Dictionaries-Languages/0000979.jpg
Key Words: 2b Have a go,W. Murray,2,4.0,3.99,$,6.32,9781409301493,10,dataset/Dictionaries-Languages/0000980.jpg
Toujours Provence,Peter Mayle,1,4.0,9.76,$,12.9,9780140279344,10,dataset/Dictionaries-Languages/0000981.jpg
Oxford Reading Tree: Level 7: More Stories A: Chinese Adventure,Roderick Hunt,1,4.0,6.18,$,9.3,9780198483175,10,dataset/Dictionaries-Languages/0000982.jpg
"The Super Amazing Adventures of Me, Pig",Emer Stamp,1,4.5,5.86,$,7.8,9781407181547,10,dataset/Dictionaries-Languages/0000983.jpg
Remembering Simplified Hanzi 1,James W. Heisig,1,4.5,27.18,$,27.5,9780824833237,10,dataset/Dictionaries-Languages/0000984.jpg
Read Real Japanese Fiction: Short Stories By Contemporary Writers 1 Free Cd Included,Michael Emmerich,1,4.0,19.36,$,26.3,9781568365299,10,dataset/Dictionaries-Languages/0000985.jpg
Chineasy (TM) Memory Game,Shaolan,9,0.0,13.29,$,18.0,9780500420126,10,dataset/Dictionaries-Languages/0000986.jpg
Oxford Reading Tree: Level 7: More Stories A: The Hunt for Gold,Roderick Hunt,1,4.5,6.4,$,9.3,9780198483182,10,dataset/Dictionaries-Languages/0000987.jpg
Macmillan English Grammar In Context Advanced Pack with Key,S. Clarke,3,4.5,28.24,$,30.9,9781405070546,10,dataset/Dictionaries-Languages/0000988.jpg
Fantastic Beasts and Where to Find Them,J. K. Rowling,2,4.5,11.05,$,21.5,9781408708989,11,dataset/Entertainment/0000001.jpg
Fantastic Beasts: The Crimes of Grindelwald - The Original Screenplay,J.K. Rowling,2,4.0,15.14,$,18.0,9781408711705,11,dataset/Entertainment/0000002.jpg
Just Kids,Patti Smith,1,4.0,9.43,$,12.4,9780747568766,11,dataset/Entertainment/0000003.jpg
Scar Tissue,Anthony Kiedis,1,4.0,10.66,$,13.9,9780751535662,11,dataset/Entertainment/0000006.jpg
John Thompson's Easiest Piano Course,John Thompson,1,4.0,6.71,$,8.0,9780877180128,11,dataset/Entertainment/0000007.jpg
Fantastic Beasts and Where to Find Them,J. K. Rowling,1,4.5,7.1,$,10.5,9780751574951,11,dataset/Entertainment/0000008.jpg
My Booky Wook,Russell Brand,1,3.5,9.34,$,13.9,9780340936177,11,dataset/Entertainment/0000009.jpg
Moab Is My Washpot,Stephen Fry,1,4.0,5.99,$,12.9,9780099457046,11,dataset/Entertainment/0000010.jpg
Darth Vader and Son,Jeffrey Brown,2,4.0,9.61,$,12.9,9781452106557,11,dataset/Entertainment/0000011.jpg
"Music Theory in Practice, Grade 2",Eric Taylor,13,4.5,6.99,$,7.0,9781860969430,11,dataset/Entertainment/0000012.jpg
Harry Potter: Collectible Quidditch Set,Running Press,1,5.0,18.32,$,22.99,9780762459452,11,dataset/Entertainment/0000013.jpg
"Music Theory in Practice, Grade 3",Eric Taylor,13,4.0,7.57,$,7.8,9781860969447,11,dataset/Entertainment/0000014.jpg
Piano Adventures,Nancy Faber,1,4.0,7.43,$,9.0,9781616770785,11,dataset/Entertainment/0000016.jpg
Life,Keith Richards,1,4.0,11.18,$,13.9,9780753826614,11,dataset/Entertainment/0000018.jpg
Daisy Jones and The Six,TAYLOR JENKINS REID,2,4.0,14.67,$,16.0,9781786331502,11,dataset/Entertainment/0000019.jpg
Me Talk Pretty One Day,David Sedaris,1,4.0,7.38,$,11.4,9780349113913,11,dataset/Entertainment/0000020.jpg
Is it Just Me?,Miranda Hart,1,4.0,8.35,$,12.9,9781444734164,11,dataset/Entertainment/0000021.jpg
An Idiot Abroad,Karl Pilkington,1,4.0,8.47,$,12.4,9781847679277,11,dataset/Entertainment/0000022.jpg
"Music Theory in Practice, Grade 4",Eric Taylor,13,4.0,8.23,$,8.3,9781860969454,11,dataset/Entertainment/0000023.jpg
Save the Cat!,Blake Snyder,1,4.0,12.65,$,17.0,9781932907001,11,dataset/Entertainment/0000024.jpg
Humans of New York,Brandon Stanton,2,4.5,23.45,$,30.4,9781250058904,11,dataset/Entertainment/0000025.jpg
Daisy Jones and The Six,TAYLOR JENKINS REID,1,4.0,14.54,$,16.0,9781786331519,11,dataset/Entertainment/0000026.jpg
Tricks Of The Mind,Derren Brown,1,4.0,10.52,$,12.9,9781905026357,11,dataset/Entertainment/0000027.jpg
John Thompson's Easiest Piano Course,John Thompson,1,4.5,6.8,$,9.0,9780877180135,11,dataset/Entertainment/0000028.jpg
Suzuki Piano School Volume 1 with CD,Dr. Shinichi Suzuki,3,4.5,13.11,$,25.7,9780739051641,11,dataset/Entertainment/0000029.jpg
"Alfred's Basic Piano Library Lesson Book, Bk 2",Willard A Palmer,1,0.0,6.9,$,8.8,9780882848129,11,dataset/Entertainment/0000030.jpg
Piano Adventures - Lesson Book - Level 2A,Nancy Faber,1,4.0,7.43,$,9.0,9781616770815,11,dataset/Entertainment/0000031.jpg
Modern Romance,Aziz Ansari,1,4.0,9.47,$,11.4,9780141981468,11,dataset/Entertainment/0000032.jpg
Harry Potter: A Pop-Up Book,Bruce Foster,2,4.5,17.43,$,24.99,9781608870080,11,dataset/Entertainment/0000034.jpg
Useless Magic,Florence Welch,2,4.0,21.07,$,24.0,9780241347935,11,dataset/Entertainment/0000035.jpg
Bastien Piano Basics: Piano Level 1,James Bastien,13,4.5,6.5,$,6.7,9780849752667,11,dataset/Entertainment/0000039.jpg
Piano Adventures,Nancy Faber,1,4.0,7.56,$,9.0,9781616770754,11,dataset/Entertainment/0000043.jpg
"Alfred's Basic Piano Prep Course Lesson Book, Bk a",Willard A Palmer,1,0.0,7.14,$,7.8,9780882848167,11,dataset/Entertainment/0000044.jpg
Story,Robert McKee,1,4.5,24.1,$,27.5,9780413715609,11,dataset/Entertainment/0000045.jpg
Vader's Little Princess,Jeffrey Brown,2,4.0,10.49,$,13.49,9781452118697,11,dataset/Entertainment/0000046.jpg
Bossypants,Tina Fey,1,4.0,8.29,$,12.4,9780751547832,11,dataset/Entertainment/0000047.jpg
Piano Adventures,Nancy Faber,1,4.5,9.94,$,10.0,9781616776190,11,dataset/Entertainment/0000049.jpg
"Piano Scales, Arpeggios & Broken Chords, Grade 2",ABRSM,13,4.0,6.04,$,6.2,9781860969140,11,dataset/Entertainment/0000051.jpg
Musicophilia,Oliver Sacks,1,4.0,9.43,$,13.9,9780330523592,11,dataset/Entertainment/0000052.jpg
How to Archer,Sterling Archer,1,4.0,11.11,$,18.0,9780062066312,11,dataset/Entertainment/0000053.jpg
"Piano Scales & Arpeggios, Grade 3",ABRSM,13,4.0,6.33,$,6.7,9781860969157,11,dataset/Entertainment/0000054.jpg
"Piano Specimen Sight-Reading Tests, Grade 3",ABRSM,13,3.0,6.7,$,7.0,9781860969072,11,dataset/Entertainment/0000055.jpg
Waiting for Godot,Samuel Beckett,1,4.0,9.0,$,12.9,9780571229116,11,dataset/Entertainment/0000056.jpg
The Quite Nice and Fairly Accurate Good Omens Script Book,Neil Gaiman,2,4.5,15.43,$,24.0,9781472261250,11,dataset/Entertainment/0000057.jpg
The Dirt : Confessions of the Most Notorious Rock Band,Neil Strauss,1,4.0,12.98,$,20.1,9780060989156,11,dataset/Entertainment/0000058.jpg
Teaching Little Fingers to Play,Willis Music,1,0.0,6.77,$,8.0,9780877180203,11,dataset/Entertainment/0000059.jpg
The Art of Spirited Away,Hayao Miyazaki,2,4.5,20.15,$,25.2,9781569317778,11,dataset/Entertainment/0000082.jpg
"Piano Specimen Sight-Reading Tests, Grade 5",ABRSM,13,4.5,7.65,$,8.3,9781860969096,11,dataset/Entertainment/0000083.jpg
Wishful Drinking,Carrie Fisher,1,4.0,7.54,$,10.3,9781847397836,11,dataset/Entertainment/0000085.jpg
"Piano Specimen Sight-Reading Tests, Grade 4",ABRSM,13,4.0,6.7,$,7.0,9781860969089,11,dataset/Entertainment/0000086.jpg
"Alfred's Basic Piano Prep Course Lesson Book, Bk C",Willard A Palmer,1,4.0,7.08,$,7.8,9780882848280,11,dataset/Entertainment/0000087.jpg
Unbearable Lightness,Portia De Rossi,1,4.0,8.52,$,10.3,9780857204110,11,dataset/Entertainment/0000088.jpg
A Dozen a Day,Edna Mae Burnam,1,4.5,5.95,$,7.0,9780877180319,11,dataset/Entertainment/0000089.jpg
Piano Adventures,Nancy Faber,1,4.5,7.29,$,9.0,9781616770877,11,dataset/Entertainment/0000091.jpg
Spider-Man: Into the Spider-Verse,Ramin Zahed,2,4.5,25.69,$,37.1,9781785659461,11,dataset/Entertainment/0000092.jpg
