name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
Drunken Botanist : The Plants That Create the World's Great Drinks,Amy Stewart,2,4.0,18.16,$,19.95,9781616200466,15,dataset/History-Archaeology/0000099.jpg
The Tattooist of Auschwitz,Heather Morris,1,4.0,7.17,$,10.3,9781471408496,15,dataset/History-Archaeology/0000100.jpg
Heroes,Stephen Fry,2,4.5,20.72,$,24.0,9780241380369,15,dataset/History-Archaeology/0000101.jpg
The Art of War,Sun Tzu,1,4.0,4.95,$,6.7,9780141023816,15,dataset/History-Archaeology/0000102.jpg
The Ordnance Survey Puzzle Book,Ordnance Survey,1,3.5,13.2,$,18.0,9781409184676,15,dataset/History-Archaeology/0000103.jpg
A History of the World in 100 Objects,Neil MacGregor,1,4.0,12.0,$,13.9,9780241951774,15,dataset/History-Archaeology/0000104.jpg
The Time Traveller's Guide to Medieval England,Ian Mortimer,1,4.0,10.28,$,12.9,9781845950996,15,dataset/History-Archaeology/0000106.jpg
The Guns of August,Barbara W Tuchman,1,4.0,9.08,$,9.3,9780345476098,15,dataset/History-Archaeology/0000107.jpg
The Strange Death of Europe,Douglas Murray,1,4.0,9.98,$,12.4,9781472958006,15,dataset/History-Archaeology/0000109.jpg
Dark Emu,Bruce Pascoe,1,4.5,15.69,$,16.0,9781947534087,15,dataset/History-Archaeology/0000111.jpg
Stalingrad,Antony Beevor,1,4.5,12.11,$,12.4,9780141032405,15,dataset/History-Archaeology/0000112.jpg
Society of the Spectacle,Guy Debord,1,4.0,8.58,$,9.5,9780934868075,15,dataset/History-Archaeology/0000113.jpg
The Diary of a Young Girl,Anne Frank,1,4.0,8.82,$,11.4,9780241952436,15,dataset/History-Archaeology/0000114.jpg
A Brief History of the Druids,Peter Berresford Ellis,1,4.0,4.92,$,11.4,9781841194684,15,dataset/History-Archaeology/0000115.jpg
The Story of the World: History for the Classical Child,Susan Wise Bauer,1,4.5,15.72,$,16.0,9781933339009,15,dataset/History-Archaeology/0000116.jpg
Fingerprints Of The Gods,Graham Hancock,1,4.0,19.81,$,21.5,9780517887295,15,dataset/History-Archaeology/0000117.jpg
Night,Elie Wiesel,1,4.5,8.24,$,11.4,9780140189896,15,dataset/History-Archaeology/0000118.jpg
1177 B.C.,Eric H. Cline,1,3.5,13.56,$,15.99,9780691168388,15,dataset/History-Archaeology/0000119.jpg
Bradshaw's Handbook,George Bradshaw,2,4.0,18.04,$,30.9,9781908402486,15,dataset/History-Archaeology/0000120.jpg
Alexander Hamilton,Ron Chernow,1,4.0,19.09,$,20.1,9780143034759,15,dataset/History-Archaeology/0000122.jpg
A Brief History of the Normans,Francois Neveux,1,3.5,5.08,$,11.4,9781845295233,15,dataset/History-Archaeology/0000123.jpg
Victoria: The Queen,Julia Baird,1,4.0,18.37,$,22.5,9780349134505,15,dataset/History-Archaeology/0000124.jpg
Hamilton: The Revolution,Lin-Manuel Miranda,2,4.5,29.97,$,43.7,9781408709238,15,dataset/History-Archaeology/0000125.jpg
Churchill,Andrew Roberts,2,4.5,35.53,$,43.2,9780241205631,15,dataset/History-Archaeology/0000126.jpg
Discourses and Selected Writings,Epictetus,1,4.5,9.66,$,12.9,9780140449464,15,dataset/History-Archaeology/0000127.jpg
Persepolis,Marjane Satrapi,1,4.0,12.17,$,13.95,9780375714573,15,dataset/History-Archaeology/0000128.jpg
A Brief History of Ireland,Richard Killeen,1,3.5,5.08,$,12.4,9781849014397,15,dataset/History-Archaeology/0000129.jpg
Collapse,Jared Diamond,1,4.0,13.49,$,16.0,9780241958681,15,dataset/History-Archaeology/0000130.jpg
The Fatal Shore,Robert Hughes,1,4.0,15.04,$,16.0,9780099448549,15,dataset/History-Archaeology/0000131.jpg
Team of Teams,General Stanley A. McChrystal,1,4.0,10.36,$,13.9,9780241250839,15,dataset/History-Archaeology/0000132.jpg
The Year of Living Danishly,Helen Russell,1,4.0,9.45,$,11.4,9781785780233,15,dataset/History-Archaeology/0000133.jpg
The Choice,Edith Eger,1,4.5,15.71,$,16.0,9781846045110,15,dataset/History-Archaeology/0000134.jpg
Who Rules the World?,Noam Chomsky,1,4.0,8.41,$,12.9,9780241189450,15,dataset/History-Archaeology/0000135.jpg
Zealot,Reza Aslan,1,4.0,10.2,$,12.9,9781908906298,15,dataset/History-Archaeology/0000136.jpg
The Origins of Totalitarianism,Hannah Arendt,1,4.5,11.92,$,12.4,9780241316757,15,dataset/History-Archaeology/0000137.jpg
Magicians of the Gods,Graham Hancock,1,4.0,12.21,$,16.0,9781444779707,15,dataset/History-Archaeology/0000138.jpg
First They Killed My Father,Loung Ung,1,4.5,9.31,$,11.4,9781840185195,15,dataset/History-Archaeology/0000139.jpg
Inglorious Empire,Shashi Tharoor,1,4.0,9.8,$,12.4,9780141987149,15,dataset/History-Archaeology/0000140.jpg
The Strange Death of Europe,Douglas Murray,2,4.0,18.63,$,23.0,9781472942241,15,dataset/History-Archaeology/0000141.jpg
Nothing to Envy,Barbara Demick,1,4.5,11.98,$,17.0,9780385523912,15,dataset/History-Archaeology/0000142.jpg
Sapiens,Yuval Noah Harari,2,4.5,27.07,$,37.6,9780062316097,15,dataset/History-Archaeology/0000143.jpg
History Of Witchcraft,Lois Martin,1,3.0,4.57,$,11.4,9780857301154,15,dataset/History-Archaeology/0000145.jpg
The Railway Man,Eric Lomax,1,4.0,5.13,$,12.9,9780099582311,15,dataset/History-Archaeology/0000146.jpg
21 Lessons for the 21st Century,Yuval Noah Harari,1,4.0,11.72,$,12.9,9781784708283,15,dataset/History-Archaeology/0000148.jpg
The Age of Surveillance Capitalism,Shoshana Zuboff,1,4.0,13.33,$,13.9,9781781256855,15,dataset/History-Archaeology/0000149.jpg
Mythology,Edith Hamilton,2,4.0,22.26,$,30.4,9780316438520,15,dataset/History-Archaeology/0000150.jpg
Genghis Khan,Jack Weatherford,1,4.0,13.19,$,17.0,9780609809648,15,dataset/History-Archaeology/0000151.jpg
Voices from Chernobyl,Svetlana Alexievich,1,4.5,17.4,$,20.1,9781628973303,15,dataset/History-Archaeology/0000152.jpg
From Third World to First,Kuan Yew Lee,1,4.5,14.69,$,18.0,9780060957513,15,dataset/History-Archaeology/0000153.jpg
Letters from a Stoic,Seneca,2,4.5,11.04,$,12.4,9780141395852,15,dataset/History-Archaeology/0000154.jpg
Theatre of the World,Thomas Reinertsen Berg,2,3.5,25.84,$,31.4,9781473688629,15,dataset/History-Archaeology/0000155.jpg
World Mythology in Bite-sized Chunks,Mark Daniels,1,3.0,5.76,$,10.3,9781782435754,15,dataset/History-Archaeology/0000157.jpg
The New Silk Roads,Peter Frankopan,2,3.5,14.85,$,18.0,9781526607423,15,dataset/History-Archaeology/0000158.jpg
Wild Swans,Jung Chang,1,4.5,12.73,$,13.9,9780007463404,15,dataset/History-Archaeology/0000159.jpg
Night,Elie Wiesel,1,4.5,7.26,$,11.4,9780141038995,15,dataset/History-Archaeology/0000160.jpg
Das Reich,Sir Max Hastings,1,4.0,6.83,$,18.0,9780330509985,15,dataset/History-Archaeology/0000161.jpg
The Romanovs,Simon Sebag Montefiore,1,4.0,12.73,$,16.0,9781474600873,15,dataset/History-Archaeology/0000162.jpg
Why The West Rules - For Now,Ian Morris,1,4.0,13.61,$,17.0,9781846682087,15,dataset/History-Archaeology/0000163.jpg
A Hero Born,Jin Yong,1,4.0,8.06,$,11.4,9781848667921,15,dataset/History-Archaeology/0000164.jpg
Bradshaw's Handbook,George Bradshaw,2,4.0,11.58,$,12.4,9781908402028,15,dataset/History-Archaeology/0000165.jpg
The Devil in the White City,Erik Larson,1,4.0,13.82,$,17.0,9780375725609,15,dataset/History-Archaeology/0000166.jpg
The Art Of War,Sun Tzu,1,4.0,6.29,$,8.8,9781590302255,15,dataset/History-Archaeology/0000167.jpg
The Rape of Nanking,Iris Chang,1,4.0,13.61,$,13.99,9780465068364,15,dataset/History-Archaeology/0000168.jpg
Everything Store,Brad Stone,1,4.0,8.28,$,9.3,9780316377553,15,dataset/History-Archaeology/0000169.jpg
The Cut Out Girl,Bart Van Es,1,4.0,9.72,$,12.9,9780241978726,15,dataset/History-Archaeology/0000170.jpg
A Woman In Berlin,Anonymous,1,4.5,6.82,$,11.4,9781844087976,15,dataset/History-Archaeology/0000171.jpg
The Road to Wigan Pier,George Orwell,1,4.0,9.68,$,12.9,9780141185293,15,dataset/History-Archaeology/0000172.jpg
Written in History,Simon Sebag Montefiore,2,3.5,12.85,$,20.1,9781474609180,15,dataset/History-Archaeology/0000174.jpg
Failure Is Not an Option,Gene Kranz,1,4.5,16.28,$,18.0,9781439148815,15,dataset/History-Archaeology/0000175.jpg
Letters of Note,Shaun Usher,1,4.5,20.76,$,24.0,9781782119289,15,dataset/History-Archaeology/0000177.jpg
Renia's Diary,Renia Spiegel,2,3.5,18.4,$,19.18,9781529105049,15,dataset/History-Archaeology/0000178.jpg
The Uninhabitable Earth,David Wallace-wells,2,4.0,20.32,$,29.9,9780241355213,15,dataset/History-Archaeology/0000179.jpg
The Secret Library,Oliver Tearle,2,4.0,9.03,$,17.0,9781782435570,15,dataset/History-Archaeology/0000180.jpg
The Secret Diaries Of Miss Anne Lister: Vol. 1,Anne Lister,1,4.0,8.91,$,13.9,9781844087198,15,dataset/History-Archaeology/0000181.jpg
The English Civil Wars,Blair Worden,1,3.5,5.8,$,12.4,9780753826911,15,dataset/History-Archaeology/0000182.jpg
The 33 Strategies Of War,Robert Greene,1,4.5,15.76,$,20.1,9781861979780,15,dataset/History-Archaeology/0000183.jpg
The Zookeeper's Wife,Diane Ackerman,1,3.5,8.46,$,12.9,9780755365036,15,dataset/History-Archaeology/0000184.jpg
Berlin,Antony Beevor,1,4.5,11.39,$,12.4,9780141032399,15,dataset/History-Archaeology/0000185.jpg
Debt,David Graeber,1,4.0,17.65,$,22.5,9781612194196,15,dataset/History-Archaeology/0000186.jpg
Natives,Akala,1,4.5,7.7,$,11.4,9781473661233,15,dataset/History-Archaeology/0000187.jpg
Decolonizing Methodologies,Linda Tuhiwai Smith,1,4.5,21.86,$,24.0,9781848139503,15,dataset/History-Archaeology/0000188.jpg
The Prince,Niccolo Machiavelli,2,4.0,10.04,$,12.9,9780141395876,15,dataset/History-Archaeology/0000189.jpg
The Twelve Caesars,Suetonius,1,4.0,10.99,$,13.9,9780140455168,15,dataset/History-Archaeology/0000190.jpg
The Art of War,Tzu Sun,1,4.0,4.31,$,5.0,9780486425573,15,dataset/History-Archaeology/0000191.jpg
Love Letters of Great Men,Ursula Doyle,2,3.5,10.54,$,16.0,9780230739468,15,dataset/History-Archaeology/0000192.jpg
"Without You, There Is No Us",Suki Kim,1,4.0,9.21,$,11.4,9781846044830,15,dataset/History-Archaeology/0000193.jpg
The Power Broker,Robert A. Caro,1,4.5,23.41,$,26.3,9780394720241,15,dataset/History-Archaeology/0000194.jpg
Helmet for my Pillow,Robert Leckie,1,4.0,10.07,$,12.9,9780091937515,15,dataset/History-Archaeology/0000195.jpg
The Almost Nearly Perfect People,Michael Booth,1,4.0,10.47,$,12.9,9780099546078,15,dataset/History-Archaeology/0000197.jpg
A Brief History of the Crusades,Geoffrey Hindley,1,3.5,4.98,$,11.4,9781841197661,15,dataset/History-Archaeology/0000198.jpg
Bury My Heart At Wounded Knee,Dee Brown,1,4.0,12.68,$,13.9,9780099526407,15,dataset/History-Archaeology/0000199.jpg
Mein Kampf (Uncensored Edition),Adolf Hitler,1,3.0,28.36,$,29.95,9780984536139,15,dataset/History-Archaeology/0000200.jpg
NeuroTribes,Steve Silberman,1,4.5,12.5,$,18.0,9781760113643,15,dataset/History-Archaeology/0000201.jpg
Tuesdays With Morrie,Mitch Albom,1,4.0,7.54,$,11.4,9780751569575,15,dataset/History-Archaeology/0000202.jpg
Erebus: The Story of a Ship,Michael Palin,1,4.5,18.33,$,20.1,9781847948137,15,dataset/History-Archaeology/0000204.jpg
Postwar,Tony Judt,1,4.5,17.27,$,18.0,9780099542032,15,dataset/History-Archaeology/0000206.jpg
The Phantom Atlas,Edward Brooke-hitching,2,4.0,22.41,$,31.4,9781471159459,15,dataset/History-Archaeology/0000207.jpg
Crete,Antony Beevor,1,4.0,9.39,$,13.9,9780719568312,15,dataset/History-Archaeology/0000208.jpg
A History Of Scotland,Neil Oliver,1,4.0,8.98,$,13.9,9780753826638,15,dataset/History-Archaeology/0000209.jpg
The Secret Life of Bletchley Park,Sinclair Mckay,1,4.0,8.19,$,11.4,9781845136338,15,dataset/History-Archaeology/0000210.jpg
The Emperor of All Maladies,Siddhartha Mukherjee,1,4.5,14.79,$,20.1,9781439170915,15,dataset/History-Archaeology/0000211.jpg
A People's History of the United States,Howard Zinn,1,4.0,15.32,$,20.1,9780062397348,15,dataset/History-Archaeology/0000212.jpg
The Hiding Place,Corrie Ten Boom,1,4.5,7.87,$,12.9,9780340863534,15,dataset/History-Archaeology/0000213.jpg
Bad Girls Throughout History,Ann Shen,2,4.0,15.09,$,20.1,9781452153933,15,dataset/History-Archaeology/0000214.jpg
Battle Scars,Jason Fox,2,4.5,20.35,$,24.0,9781787631168,15,dataset/History-Archaeology/0000215.jpg
Golden Hill,Francis Spufford,1,4.0,9.21,$,10.3,9780571225200,15,dataset/History-Archaeology/0000216.jpg
Landmarks,Robert Macfarlane,1,4.5,10.17,$,12.9,9780241967874,15,dataset/History-Archaeology/0000217.jpg
Bloodlands,Timothy Snyder,1,4.5,12.53,$,13.9,9780099551799,15,dataset/History-Archaeology/0000218.jpg
Bloom,Estee Lalonde,2,3.5,19.4,$,21.1,9781785033650,15,dataset/History-Archaeology/0000219.jpg
The Fall of Carthage,Adrian Goldsworthy,1,4.0,10.47,$,13.9,9780304366422,15,dataset/History-Archaeology/0000220.jpg
Hiroshima,John Hersey,1,4.0,6.45,$,8.95,9780679721031,15,dataset/History-Archaeology/0000222.jpg
The Oxford History of Ancient Egypt,Ian Shaw,1,4.0,11.65,$,16.0,9780192804587,15,dataset/History-Archaeology/0000223.jpg
The Ascent of Money,Niall Ferguson,1,4.0,16.97,$,20.1,9780143116172,15,dataset/History-Archaeology/0000224.jpg
The Rational Optimist,Matt Ridley,1,4.0,10.38,$,10.5,9780007267125,15,dataset/History-Archaeology/0000225.jpg
The Ancient Paths,Graham Robb,1,3.5,5.8,$,13.9,9780330531511,15,dataset/History-Archaeology/0000226.jpg
100 Deadly Skills,Clint Emerson,1,3.5,16.92,$,20.1,9781476796055,15,dataset/History-Archaeology/0000227.jpg
Colour,Victoria Finlay,1,4.0,11.69,$,16.0,9780340733295,15,dataset/History-Archaeology/0000228.jpg
American Sniper,Chris Kyle,1,4.0,10.67,$,11.4,9780062401724,15,dataset/History-Archaeology/0000229.jpg
The Golden Thread,Kassia St Clair,2,4.0,16.6,$,25.2,9781473659032,15,dataset/History-Archaeology/0000230.jpg
The Good People,Hannah Kent,1,4.0,7.99,$,11.5,9781447233367,15,dataset/History-Archaeology/0000231.jpg
Team of Rivals,Doris Kearns Goodwin,1,4.5,16.44,$,18.0,9780141043722,15,dataset/History-Archaeology/0000233.jpg
A Year in Provence,Peter Mayle,1,4.0,9.73,$,12.4,9780140296037,15,dataset/History-Archaeology/0000234.jpg
Proust and the Squid,Maryanne Wolf,1,4.0,6.34,$,12.9,9781848310308,15,dataset/History-Archaeology/0000235.jpg
Destined for War,Graham Allison,1,4.0,10.92,$,13.9,9781911617303,15,dataset/History-Archaeology/0000236.jpg
The End of History and the Last Man,Francis Fukuyama,1,3.5,7.8,$,16.0,9780241960240,15,dataset/History-Archaeology/0000237.jpg
When You Are Engulfed In Flames,David Sedaris,1,4.0,8.41,$,12.4,9780349116471,15,dataset/History-Archaeology/0000239.jpg
The Looming Tower,Lawrence Wright,1,4.5,12.35,$,13.9,9780141029351,15,dataset/History-Archaeology/0000240.jpg
Dark Money,Jane Mayer,1,4.5,12.06,$,13.9,9781925228847,15,dataset/History-Archaeology/0000241.jpg
Columbine,Dave Cullen,1,4.5,15.62,$,18.0,9780446546928,15,dataset/History-Archaeology/0000242.jpg
The Great Game,Peter Hopkirk,1,4.5,11.0,$,16.0,9780719564475,15,dataset/History-Archaeology/0000243.jpg
The Pianist,Wladyslaw Szpilman,1,4.0,7.86,$,12.4,9780753814055,15,dataset/History-Archaeology/0000244.jpg
A Brief History of Everyone Who Ever Lived,Adam Rutherford,1,4.0,8.82,$,12.4,9781780229072,15,dataset/History-Archaeology/0000246.jpg
That Woman,Anne Sebba,1,3.5,9.31,$,13.0,9780753827390,15,dataset/History-Archaeology/0000247.jpg
A Brief History of the Age of Steam,Thomas Crump,1,3.5,5.52,$,11.4,9781845295530,15,dataset/History-Archaeology/0000248.jpg
The History of Sexuality: 1,Michel Foucault,1,4.0,9.14,$,12.9,9780140268683,15,dataset/History-Archaeology/0000249.jpg
The Travels,Marco Polo,1,3.5,10.26,$,12.4,9780241253052,15,dataset/History-Archaeology/0000250.jpg
The Scramble For Africa,Thomas Pakenham,1,4.0,11.23,$,20.1,9780349104492,15,dataset/History-Archaeology/0000251.jpg
Mythologies,Roland Barthes,1,4.0,9.66,$,12.4,9780099529750,15,dataset/History-Archaeology/0000252.jpg
The Darkening Age,Catherine Nixey,1,4.0,8.57,$,12.4,9781509816071,15,dataset/History-Archaeology/0000253.jpg
How Democracies Die,Steven Levitsky,1,4.0,9.67,$,11.5,9780241381359,15,dataset/History-Archaeology/0000254.jpg
Rubicon,Tom Holland,1,4.0,11.9,$,16.0,9780349115634,15,dataset/History-Archaeology/0000255.jpg
Batavia,Peter Fitzsimons,1,4.0,26.57,$,29.3,9781864711349,15,dataset/History-Archaeology/0000256.jpg
History of the Peloponnesian War,Thucydides,1,4.0,11.84,$,13.9,9780140440393,15,dataset/History-Archaeology/0000257.jpg
On Killing,Dave Grossman,1,4.0,15.28,$,18.0,9780316040938,15,dataset/History-Archaeology/0000258.jpg
Delirious New York,Rem Koolhaas,1,4.5,25.9,$,35.0,9781885254009,15,dataset/History-Archaeology/0000259.jpg
Empty Cradles (Oranges and Sunshine),Margaret Humphreys,1,4.0,10.39,$,12.4,9780552165327,15,dataset/History-Archaeology/0000260.jpg
The Social Contract,Jean-Jaques Rousseau,1,4.0,4.55,$,5.0,9781853267819,15,dataset/History-Archaeology/0000261.jpg
The Complete World of Greek Mythology,R.G.A. Buxton,2,4.0,20.68,$,30.9,9780500251218,15,dataset/History-Archaeology/0000262.jpg
Undaunted: Normandy,David Thompson,9,0.0,25.34,$,33.5,9781472834706,15,dataset/History-Archaeology/0000263.jpg
A Spy Among Friends,Ben Macintyre,1,4.0,10.82,$,13.9,9781408851784,15,dataset/History-Archaeology/0000264.jpg
Figuring,Maria Popova,2,4.5,21.22,$,24.0,9781786897244,15,dataset/History-Archaeology/0000265.jpg
Underground,Haruki Murakami,1,4.0,10.48,$,12.9,9780099461098,15,dataset/History-Archaeology/0000266.jpg
Palestine,Joe Sacco,1,4.0,17.87,$,18.0,9780224069823,15,dataset/History-Archaeology/0000267.jpg
Destiny Disrupted,Tamim Ansary,1,4.5,10.79,$,12.99,9781586488130,15,dataset/History-Archaeology/0000268.jpg
Talking to my Country,Stan Grant,1,4.5,15.89,$,17.99,9781925228861,15,dataset/History-Archaeology/0000269.jpg
The Radium Girls,Kate Moore,1,4.0,7.86,$,11.4,9781471153884,15,dataset/History-Archaeology/0000270.jpg
The Right Stuff,Tom Wolfe,1,4.0,6.28,$,13.9,9780099479376,15,dataset/History-Archaeology/0000271.jpg
The Railway Man,Eric Lomax,1,4.0,10.54,$,12.4,9780099583844,15,dataset/History-Archaeology/0000272.jpg
Stasiland,Anna Funder,1,4.0,13.25,$,16.0,9780062077325,15,dataset/History-Archaeology/0000273.jpg
Benjamin Franklin,Walter Isaacson,1,4.0,16.11,$,19.1,9780743258074,15,dataset/History-Archaeology/0000274.jpg
First Man In,Ant Middleton,2,4.0,20.68,$,24.0,9780008245719,15,dataset/History-Archaeology/0000275.jpg
DK Eyewitness Travel Guide Japan,DK,1,4.0,18.91,$,21.1,9780241256756,15,dataset/History-Archaeology/0000278.jpg
Caliban And The Witch,Silvia Federici,1,4.5,15.95,$,22.0,9781570270598,15,dataset/History-Archaeology/0000279.jpg
The Gulag Archipelago 1918-1956,Aleksandr Solzhenitsyn,1,4.0,17.65,$,19.0,9780061253805,15,dataset/History-Archaeology/0000280.jpg
In The Shadow Of The Sword,Tom Holland,1,4.0,8.96,$,16.0,9780349122359,15,dataset/History-Archaeology/0000281.jpg
Empress Dowager Cixi,Jung Chang,1,4.0,13.43,$,15.0,9780099532392,15,dataset/History-Archaeology/0000282.jpg
Vietnam,Sir Max Hastings,2,4.5,31.34,$,36.5,9780008132989,15,dataset/History-Archaeology/0000283.jpg
Cider With Rosie,Laurie Lee,1,4.0,7.89,$,11.4,9780099285663,15,dataset/History-Archaeology/0000284.jpg
Escape from Camp 14,Blaine Harden,1,4.0,10.26,$,11.5,9780143122913,15,dataset/History-Archaeology/0000285.jpg
The Butchering Art,Lindsey Fitzharris,1,4.5,10.02,$,12.4,9780141983387,15,dataset/History-Archaeology/0000286.jpg
Bonhoeffer,Eric Metaxas,1,4.0,16.28,$,27.5,9781595552464,15,dataset/History-Archaeology/0000287.jpg
The Prince,Niccolo Machiavelli,1,4.0,6.27,$,8.8,9780199535699,15,dataset/History-Archaeology/0000290.jpg
Midnight in the Garden of Good and Evil,John Berendt,1,4.0,9.58,$,13.9,9780340992852,15,dataset/History-Archaeology/0000291.jpg
The Electric Kool-Aid Acid Test,Tom Wolfe,1,4.0,9.81,$,11.4,9780552993661,15,dataset/History-Archaeology/0000294.jpg
Millennium,Tom Holland,1,4.0,8.13,$,16.0,9780349119724,15,dataset/History-Archaeology/0000295.jpg
Dispatches,Michael Herr,1,4.0,8.68,$,12.9,9781447275060,15,dataset/History-Archaeology/0000296.jpg
Sweet Sorrow,David Nicholls,1,4.0,18.67,$,20.1,9781444715415,15,dataset/History-Archaeology/0000297.jpg
The World Until Yesterday,Jared Diamond,1,3.5,12.15,$,13.9,9780141024486,15,dataset/History-Archaeology/0000298.jpg
The Unwomanly Face of War,Svetlana Alexievich,1,4.5,13.83,$,16.0,9780141983523,15,dataset/History-Archaeology/0000299.jpg
A Tale Of Love And Darkness,Amos Oz,1,4.0,12.1,$,12.9,9780099450030,15,dataset/History-Archaeology/0000301.jpg
A Line in the Sand,James Barr,1,4.0,10.12,$,11.4,9781847394576,15,dataset/History-Archaeology/0000302.jpg
The Road to Wigan Pier,George Orwell,1,4.0,7.37,$,10.3,9780141395456,15,dataset/History-Archaeology/0000303.jpg
Lone Survivor,Marcus Luttrell,1,4.5,8.58,$,11.4,9780751555943,15,dataset/History-Archaeology/0000304.jpg
Chickenhawk,Robert Mason,1,4.5,9.95,$,11.4,9780552124195,15,dataset/History-Archaeology/0000305.jpg
1421,Gavin Menzies,1,3.5,13.86,$,13.9,9780553815221,15,dataset/History-Archaeology/0000307.jpg
The Great Transformation,Karl Polanyi,1,4.0,21.22,$,24.0,9780807056431,15,dataset/History-Archaeology/0000308.jpg
Generation Kill,Evan Wright,1,4.5,12.04,$,12.9,9780552158930,15,dataset/History-Archaeology/0000310.jpg
The Hiding Place,Corrie Ten Boom,1,4.5,7.88,$,8.5,9780553256697,15,dataset/History-Archaeology/0000311.jpg
The Plantagenets,Dan Jones,1,4.0,12.65,$,13.9,9780007213948,15,dataset/History-Archaeology/0000312.jpg
Beyond Band of Brothers,Dick Winters,1,4.5,10.58,$,12.4,9780091941581,15,dataset/History-Archaeology/0000313.jpg
Gentleman Jack,Angela Steidele,1,4.0,8.92,$,11.4,9781788160995,15,dataset/History-Archaeology/0000314.jpg
Istanbul,Orhan Pamuk,1,4.0,10.15,$,10.3,9780571218332,15,dataset/History-Archaeology/0000315.jpg
City of God,Saint Augustine,1,4.0,16.04,$,21.1,9780140448948,15,dataset/History-Archaeology/0000316.jpg
Maverick,Ricardo Semler,1,4.0,10.36,$,12.9,9780712678865,15,dataset/History-Archaeology/0000317.jpg
Persian Fire,Tom Holland,1,4.0,9.58,$,16.0,9780349117171,15,dataset/History-Archaeology/0000318.jpg
The Age Of Extremes,Eric Hobsbawm,1,4.0,13.98,$,18.0,9780349106717,15,dataset/History-Archaeology/0000319.jpg
"The Colour of Time: A New History of the World, 1850-1960",Dan Jones,2,4.5,29.97,$,31.4,9781786692689,15,dataset/History-Archaeology/0000320.jpg
The Art of Seduction,Robert Greene,1,4.0,20.42,$,29.9,9780142001196,15,dataset/History-Archaeology/0000321.jpg
Traitors of the Tower,Alison Weir,1,4.0,3.73,$,4.06,9780099542285,15,dataset/History-Archaeology/0000323.jpg
All Hell Let Loose,Sir Max Hastings,1,4.5,14.8,$,16.0,9780007450725,15,dataset/History-Archaeology/0000324.jpg
The White Album,Joan Didion,1,4.0,8.61,$,11.4,9780008284688,15,dataset/History-Archaeology/0000325.jpg
Zeitoun,Dave Eggers,1,4.0,12.35,$,12.4,9780307387943,15,dataset/History-Archaeology/0000326.jpg
Diana: Her True Story - In Her Own Words,Andrew Morton,2,4.0,15.44,$,25.2,9781782437444,15,dataset/History-Archaeology/0000327.jpg
Thomas Cromwell,Diarmaid MacCulloch,2,4.0,32.02,$,37.6,9781846144295,15,dataset/History-Archaeology/0000328.jpg
America Before: The Key to Earth's Lost Civilization,Graham Hancock,2,4.0,22.7,$,30.9,9781473660571,15,dataset/History-Archaeology/0000329.jpg
Money,Yuval Noah Harari,1,4.0,4.23,$,5.0,9781784874025,15,dataset/History-Archaeology/0000330.jpg
The Cold War,John Lewis Gaddis,1,4.0,10.37,$,12.9,9780141025322,15,dataset/History-Archaeology/0000331.jpg
The Five,Hallie Rubenhold,2,4.5,18.93,$,21.1,9780857524485,15,dataset/History-Archaeology/0000332.jpg
The Devil In The White City,Erik Larson,1,4.0,11.97,$,12.9,9780553813531,15,dataset/History-Archaeology/0000333.jpg
The Ethnic Cleansing of Palestine,Ilan Pappe,1,4.5,12.9,$,16.0,9781851685554,15,dataset/History-Archaeology/0000334.jpg
A Brief History of Tea,Roy Moxham,1,3.5,7.33,$,9.5,9781845297473,15,dataset/History-Archaeology/0000335.jpg
Iron Kingdom,Christopher Clark,1,4.0,16.54,$,18.0,9780140293340,15,dataset/History-Archaeology/0000336.jpg
The English and their History,Robert Tombs,1,4.5,17.42,$,18.0,9780141031651,15,dataset/History-Archaeology/0000337.jpg
A Fort of Nine Towers,Qais Akbar Omar,1,4.5,5.24,$,11.4,9781447221753,15,dataset/History-Archaeology/0000338.jpg
The Descent of Man,Grayson Perry,1,4.0,7.34,$,11.4,9780141981741,15,dataset/History-Archaeology/0000339.jpg
Experience And Education,John Dewey,1,4.0,7.31,$,11.4,9780684838281,15,dataset/History-Archaeology/0000340.jpg
Follow The Rabbit Proof Fence,Doris Garimara Pilkington,1,3.5,11.94,$,17.0,9780702233555,15,dataset/History-Archaeology/0000341.jpg
Meetings with Remarkable Manuscripts,Christopher De Hamel,2,4.5,33.01,$,37.6,9780241003046,15,dataset/History-Archaeology/0000343.jpg
The Story of Philosophy,Will Durant,1,4.0,10.01,$,10.3,9780671739164,15,dataset/History-Archaeology/0000344.jpg
Humanology,Luke O'Neill,2,4.0,23.65,$,26.5,9780717180158,15,dataset/History-Archaeology/0000345.jpg
Empire of the Clouds,James Hamilton-Paterson,1,4.0,5.59,$,13.9,9780571247950,15,dataset/History-Archaeology/0000346.jpg
The Book that Made Your World,Vishal Mangalwadi,1,4.5,12.39,$,13.9,9781595555458,15,dataset/History-Archaeology/0000347.jpg
The New Silk Roads,Peter Frankopan,1,3.5,9.72,$,12.9,9781526608246,15,dataset/History-Archaeology/0000348.jpg
Eyewitness Auschwitz,Filip Muller,1,4.0,10.21,$,13.95,9781566632713,15,dataset/History-Archaeology/0000349.jpg
